,구분,지수
0,코스닥 지수,"

[오후 주식시장은]플랫폼 기업 규제 부각...코스피·코스닥 동반 약..
서울경제 2021-09-08 14:21


[특징주] 코스닥 데뷔한 에이비온, 장 초반 공모가 6% 밑돌아
서울경제 2021-09-08 10:52


코스닥, 외인·기관 ‘팔자’ 속 1%대 하락…‘1030선’
이데일리 2021-09-08 09:38


코스닥, 외인·기관 ‘팔자’ 속 하락 출발…‘1040선’
이데일리 2021-09-08 09:13


[코스닥(개장)] 전 거래일보다 0.97포인트(0.09%) 내린 1,053.46 출..
서울경제 2021-09-08 09:07

"
